Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
Addam-Marbrand,Addam-Marbrand,,4,18,7,0.317811,0.363623,36.391811,0
Brynden-Tully,Brynden-Tully,,9,59,8,0.288889,0.34287,28.199031,0
Cersei-Lannister,Cersei-Lannister,,60,783,6,0.42,0.525946,10228.026073,7
Jaime-Lannister,Jaime-Lannister,,64,558,7,0.382889,0.515027,9015.376086,0
Lyle-Crakehall,Lyle-Crakehall,,5,27,8,0.278856,0.328441,2.698413,0
Aegon-Targaryen-(son-of-Rhaegar),Aegon-Targaryen-(son-of-Rhaegar),,1,3,8,0.243316,0.264216,0,0
Rhaegar-Targaryen,Rhaegar-Targaryen,,5,26,7,0.321176,0.369606,272,0
Aegon-V-Targaryen,Aegon-V-Targaryen,,1,3,8,0.2153,0.230643,0,1
Aemon-Targaryen-(Maester-Aemon),Aemon-Targaryen-(Maester-Aemon),,7,92,7,0.274096,0.30846,578.042971,1
Alleras,Alleras,,8,48,7,0.23822,0.273827,1237.025871,1
Clydas,Clydas,,2,8,7,0.234536,0.25716,0,1
Dareon,Dareon,,5,47,7,0.260745,0.295404,863.753844,1
Gilly,Gilly,,8,104,7,0.272183,0.30675,384.246103,1
Jon-Snow,Jon-Snow,,11,96,6,0.335381,0.381136,2443.147449,1
Samwell-Tarly,Samwell-Tarly,,20,234,6,0.305369,0.360256,5204.510316,1
Aeron-Greyjoy,Aeron-Greyjoy,,14,122,7,0.229798,0.275754,1858.790476,2
Asha-Greyjoy,Asha-Greyjoy,,8,68,7,0.229219,0.266292,929.635714,2
Baelor-Blacktyde,Baelor-Blacktyde,,4,15,7,0.22769,0.256829,0,2
Balon-Greyjoy,Balon-Greyjoy,,6,69,6,0.286464,0.321306,7076.5,2
Dunstan-Drumm,Dunstan-Drumm,,3,10,8,0.188666,0.21654,2.42619,2
Emmond,Emmond,,1,4,8,0.186986,0.206467,0,2
Euron-Greyjoy,Euron-Greyjoy,,12,136,7,0.229992,0.273618,1377.535714,2
Gormond-Goodbrother,Gormond-Goodbrother,,1,6,8,0.186986,0.206467,0,2
Gorold-Goodbrother,Gorold-Goodbrother,,2,13,8,0.188406,0.214098,0,2
Greydon-Goodbrother,Greydon-Goodbrother,,1,4,8,0.186986,0.206467,0,2
Meldred-Merlyn,Meldred-Merlyn,,2,10,8,0.188406,0.214098,0,2
Murenmure,Murenmure,,2,14,8,0.187114,0.208298,0,2
Rus,Rus,,1,5,8,0.186986,0.206467,0,2
Theon-Greyjoy,Theon-Greyjoy,,3,12,8,0.188017,0.212755,2.342857,2
Victarion-Greyjoy,Victarion-Greyjoy,,17,142,7,0.230574,0.281859,2171.535714,2
Aerys-II-Targaryen,Aerys-II-Targaryen,,9,41,7,0.326165,0.380167,1086.316071,0
Barristan-Selmy,Barristan-Selmy,,1,4,8,0.246168,0.268489,0,0
Denys-Darklyn,Denys-Darklyn,,1,4,8,0.246168,0.268489,0,0
Elbert-Arryn,Elbert-Arryn,,1,3,8,0.246168,0.268489,0,0
Owen-Merryweather,Owen-Merryweather,,1,3,8,0.246168,0.268489,0,0
Robert-Baratheon,Robert-Baratheon,,13,91,6,0.351804,0.404151,534.959259,7
Tywin-Lannister,Tywin-Lannister,,16,94,6,0.388889,0.440781,2938.557199,0
Alla-Tyrell,Alla-Tyrell,,4,28,7,0.271642,0.300436,11.969875,3
Elinor-Tyrell,Elinor-Tyrell,,4,26,8,0.258034,0.292055,2.25,3
Margaery-Tyrell,Margaery-Tyrell,,25,274,7,0.345133,0.422658,1337.118333,7
Megga-Tyrell,Megga-Tyrell,,3,29,8,0.257304,0.289002,0,3
Osney-Kettleblack,Osney-Kettleblack,,11,75,6,0.32852,0.370696,238.104882,7
Armen,Armen,,6,23,8,0.193754,0.219981,5.333333,1
Leo-Tyrell,Leo-Tyrell,,5,24,7,0.237391,0.267722,794.235878,1
Marwyn,Marwyn,,3,12,7,0.236159,0.261922,81.321584,1
Mollander,Mollander,,4,20,8,0.19348,0.216318,1.25,1
Pate-(novice),Pate-(novice),,7,47,8,0.19403,0.222423,1081.25,1
Roone,Roone,,4,20,8,0.192933,0.214181,0.25,1
Alys-Arryn,Alys-Arryn,,2,7,8,0.231749,0.249564,272,4
Elys-Waynwood,Elys-Waynwood,,1,4,9,0.188276,0.19835,0,4
Jon-Arryn,Jon-Arryn,,6,19,7,0.300661,0.336211,575.640846,4
Amerei-Frey,Amerei-Frey,,3,20,8,0.278004,0.324167,0.666667,0
Lancel-Lannister,Lancel-Lannister,,6,75,7,0.318553,0.367286,45.484758,0
Anders-Yronwood,Anders-Yronwood,,1,4,10,0.169671,0.184191,0,5
Quentyn-Martell,Quentyn-Martell,,3,15,9,0.204188,0.231309,276.416667,5
Andrey-Dalt,Andrey-Dalt,,5,37,8,0.250229,0.283752,22.825529,5
Arianne-Martell,Arianne-Martell,,17,150,8,0.255379,0.310614,2132.925523,5
Garin-(orphan),Garin-(orphan),,9,63,8,0.25115,0.291078,163.849809,5
Myrcella-Baratheon,Myrcella-Baratheon,,13,83,7,0.325776,0.38145,3984.994976,5
Sylva-Santagar,Sylva-Santagar,,5,33,8,0.250229,0.283752,22.825529,5
Tyene-Sand,Tyene-Sand,,9,44,8,0.234536,0.271176,289.737734,5
Anya-Waynwood,Anya-Waynwood,,7,44,8,0.252311,0.287781,89.513681,4
Benedar-Belmore,Benedar-Belmore,,5,21,8,0.251845,0.284118,57.760717,4
Gilwood-Hunter,Gilwood-Hunter,,5,22,9,0.22769,0.258487,20.896735,4
Harrold-Hardyng,Harrold-Hardyng,,3,13,9,0.220517,0.249833,2.116667,4
Horton-Redfort,Horton-Redfort,,4,21,9,0.218925,0.245865,0.583333,4
Petyr-Baelish,Petyr-Baelish,,19,151,7,0.333333,0.398238,2562.177134,4
Symond-Templeton,Symond-Templeton,,5,23,8,0.251845,0.284118,21.225308,4
Yohn-Royce,Yohn-Royce,,8,37,8,0.278287,0.323984,346.951884,4
Areo-Hotah,Areo-Hotah,,7,78,8,0.252311,0.290467,67.613385,5
Arys-Oakheart,Arys-Oakheart,,6,53,8,0.252078,0.288636,3.9171,5
Caleotte,Caleotte,,3,20,8,0.230574,0.25225,0,5
Doran-Martell,Doran-Martell,,12,98,7,0.298687,0.343476,2180.565616,5
Obara-Sand,Obara-Sand,,5,39,8,0.231749,0.258355,3.033333,5
Oberyn-Martell,Oberyn-Martell,,5,17,8,0.233733,0.26385,8.335714,5
Cedra,Cedra,,2,13,9,0.203883,0.228867,0,5
Franklyn-Fowler,Franklyn-Fowler,,1,3,9,0.203579,0.226425,0,5
Gerold-Dayne,Gerold-Dayne,,4,25,8,0.249543,0.280699,0,5
Mellei,Mellei,,2,8,9,0.203731,0.228256,0,5
Morra,Morra,,2,8,9,0.203731,0.228256,0,5
Ricasso,Ricasso,,2,7,9,0.203883,0.228867,272,5
Timoth,Timoth,,1,3,9,0.203579,0.226425,0,5
Arya-Stark,Arya-Stark,,16,103,8,0.297062,0.353336,4014.230136,6
Bellegere-Otherys,Bellegere-Otherys,,1,3,9,0.229219,0.252099,0,6
Brea,Brea,,3,12,9,0.229605,0.255762,0.5,6
Brusco,Brusco,,2,9,9,0.229412,0.25393,0,6
Denyo-Terys,Denyo-Terys,,2,11,9,0.229412,0.25393,0,6
Kindly-Man,Kindly-Man,,2,20,9,0.229412,0.25393,0,6
Meralyn,Meralyn,,1,9,9,0.229219,0.252099,0,6
Nan,Nan,,2,8,9,0.229605,0.254541,272,6
Sandor-Clegane,Sandor-Clegane,,12,56,7,0.339975,0.398421,1471.334781,0
Sansa-Stark,Sansa-Stark,,24,147,7,0.370421,0.450924,5671.449954,4
Syrio-Forel,Syrio-Forel,,1,4,9,0.229219,0.252099,0,6
Talea,Talea,,2,8,9,0.229412,0.25393,0,6
Ternesio-Terys,Ternesio-Terys,,2,8,9,0.229412,0.25393,0,6
Umma,Umma,,1,6,9,0.229219,0.252099,0,6
Waif,Waif,,2,24,9,0.229412,0.25393,0,6
Yorko-Terys,Yorko-Terys,,1,6,9,0.229219,0.252099,0,6
Red-Oarsman,Red-Oarsman,,3,12,8,0.188017,0.21245,542,2
Rodrik-Harlaw,Rodrik-Harlaw,,7,30,8,0.189189,0.223134,169.614286,2
Tristifer-Botley,Tristifer-Botley,,1,4,8,0.186603,0.203598,0,2
Aurane-Waters,Aurane-Waters,,9,37,6,0.32852,0.368254,248.401162,7
Gyles-Rosby,Gyles-Rosby,,8,55,7,0.301325,0.346346,8.47619,7
Harys-Swyft,Harys-Swyft,,8,35,6,0.326946,0.364286,19.245171,7
Loras-Tyrell,Loras-Tyrell,,8,91,7,0.323843,0.377542,56.342326,7
Orton-Merryweather,Orton-Merryweather,,10,43,6,0.33871,0.381441,246.344277,7
Paxter-Redwyne,Paxter-Redwyne,,2,7,7,0.266602,0.290999,26.034489,1
Stannis-Baratheon,Stannis-Baratheon,,20,90,5,0.369418,0.421978,10258.689446,7
Tommen-Baratheon,Tommen-Baratheon,,24,284,6,0.377593,0.444689,2149.249541,7
Baelor-I-Targaryen,Baelor-I-Targaryen,,1,5,7,0.296095,0.328336,0,7
Balman-Byrch,Balman-Byrch,,3,24,7,0.297386,0.332915,0,7
Bronn,Bronn,,5,22,7,0.307087,0.347017,550.823106,7
Falyse-Stokeworth,Falyse-Stokeworth,,4,34,7,0.298035,0.335357,2.2,7
Balon-Swann,Balon-Swann,,3,10,8,0.284672,0.330761,0.917512,0
Gregor-Clegane,Gregor-Clegane,,12,51,7,0.340824,0.397811,688.19233,0
Beric-Dondarrion,Beric-Dondarrion,,5,23,8,0.293233,0.341405,14.031951,0
Catelyn-Stark,Catelyn-Stark,,11,60,7,0.343396,0.396677,435.49118,8
Mariya-Darry,Mariya-Darry,,2,11,8,0.277439,0.321725,0,0
Thoros-of-Myr,Thoros-of-Myr,,3,11,8,0.283784,0.331249,0,0
Biter,Biter,,1,5,8,0.2625,0.289635,0,8
Brienne-of-Tarth,Brienne-of-Tarth,,28,258,7,0.355469,0.431659,4077.929139,8
Blue-Bard,Blue-Bard,,5,23,7,0.299342,0.339325,112.078055,7
Lambert-Turnberry,Lambert-Turnberry,,3,9,8,0.231356,0.253227,0.333333,7
Qyburn,Qyburn,,14,86,6,0.350449,0.40232,454.645492,7
Tallad,Tallad,,6,19,7,0.299342,0.340546,128.866768,7
Bonifer-Hasty,Bonifer-Hasty,,1,4,8,0.277157,0.319894,0,0
Boros-Blount,Boros-Blount,,5,21,7,0.318553,0.366065,13.063066,7
Meryn-Trant,Meryn-Trant,,7,44,7,0.302997,0.345308,4.427549,7
Osmund-Kettleblack,Osmund-Kettleblack,,15,136,7,0.326946,0.390668,124.852437,7
Bran-Stark,Bran-Stark,,4,19,7,0.297062,0.325554,106.444825,1
Rickon-Stark,Rickon-Stark,,2,10,8,0.251613,0.272602,0,1
Robb-Stark,Robb-Stark,,7,27,7,0.324614,0.37128,771.574248,1
Brella,Brella,,1,4,8,0.270565,0.300113,0,4
Clarence-Crabb,Clarence-Crabb,,1,4,8,0.2625,0.289635,0,8
Creighton-Longbough,Creighton-Longbough,,3,27,8,0.263259,0.293908,10.091013,8
Dick-Crabb,Dick-Crabb,,5,39,7,0.301991,0.349337,349.219352,8
Dontos-Hollard,Dontos-Hollard,,4,23,7,0.304688,0.339691,0,4
Elder-Brother,Elder-Brother,,3,11,8,0.263006,0.293298,0,8
Gendry,Gendry,,2,9,8,0.262753,0.291466,0,8
Hyle-Hunt,Hyle-Hunt,,7,59,8,0.293548,0.336242,158.632423,8
Illifer,Illifer,,2,23,8,0.263006,0.292077,0,8
Jeyne-Heddle,Jeyne-Heddle,,1,4,8,0.2625,0.289635,0,8
Joffrey-Baratheon,Joffrey-Baratheon,,13,97,7,0.345133,0.402756,549.221385,7
Lysa-Arryn,Lysa-Arryn,,8,54,8,0.291355,0.34055,411.335036,4
Meribald,Meribald,,5,47,8,0.263768,0.297571,3,8
Narbert,Narbert,,3,14,8,0.263006,0.293298,0,8
Podrick-Payne,Podrick-Payne,,5,81,8,0.264023,0.298182,274,8
Pyg,Pyg,,4,22,8,0.263768,0.29635,10.924347,8
Randyll-Tarly,Randyll-Tarly,,4,20,7,0.293233,0.327385,818.000739,8
Renly-Baratheon,Renly-Baratheon,,7,34,6,0.342965,0.386325,610.777123,8
Shagwell,Shagwell,,4,26,8,0.263768,0.29635,10.924347,8
Timeon,Timeon,,4,22,8,0.269763,0.304653,14.515909,8
Tyrion-Lannister,Tyrion-Lannister,,26,158,6,0.396226,0.460928,3384.554083,7
Willow-Heddle,Willow-Heddle,,2,8,8,0.262753,0.291466,0,8
Lollys-Stokeworth,Lollys-Stokeworth,,2,8,8,0.235548,0.255242,272,7
Daven-Lannister,Daven-Lannister,,3,18,8,0.278004,0.324167,0,0
Edmure-Tully,Edmure-Tully,,9,74,7,0.306397,0.356053,268.437414,0
Edwyn-Frey,Edwyn-Frey,,4,25,8,0.278004,0.325388,0.333333,0
Emmon-Frey,Emmon-Frey,,8,44,7,0.302661,0.347994,159.160207,0
Ryman-Frey,Ryman-Frey,,6,35,8,0.279141,0.330272,3.416667,0
Cedric-Payne,Cedric-Payne,,1,3,9,0.209035,0.225276,0,8
Dorcas,Dorcas,,6,41,7,0.299342,0.340546,1.701389,7
Dunsen,Dunsen,,5,19,7,0.302326,0.341645,0,0
Eddard-Stark,Eddard-Stark,,8,27,6,0.334149,0.373016,167.45327,7
Garlan-Tyrell,Garlan-Tyrell,,1,3,7,0.296095,0.328336,0,7
Garth-Tyrell,Garth-Tyrell,,1,3,7,0.296095,0.328336,0,7
High-Septon-(Tyrions),High-Septon-(Tyrions),,2,8,7,0.305028,0.339997,0,7
High-Sparrow,High-Sparrow,,6,54,7,0.306742,0.34836,4.5,7
Ilyn-Payne,Ilyn-Payne,,8,63,7,0.323077,0.374795,64.405837,0
Jalabhar-Xho,Jalabhar-Xho,,3,9,7,0.297386,0.33322,68.259542,7
Jocelyn-Swyft,Jocelyn-Swyft,,5,31,7,0.29771,0.336272,0.542857,7
Kevan-Lannister,Kevan-Lannister,,7,43,6,0.347328,0.389072,157.790518,0
Mace-Tyrell,Mace-Tyrell,,11,62,6,0.351351,0.399451,486.563376,7
Maegor-I-Targaryen,Maegor-I-Targaryen,,4,15,7,0.304688,0.342255,272,7
Maggy,Maggy,,2,8,7,0.296739,0.330778,0,7
Mark-Mullendore,Mark-Mullendore,,1,3,7,0.296095,0.328336,0,7
Melara-Hetherspoon,Melara-Hetherspoon,,4,15,7,0.318182,0.364233,292.697894,7
Moon-Boy,Moon-Boy,,3,28,7,0.297062,0.332609,0,7
Olenna-Redwyne,Olenna-Redwyne,,4,16,7,0.319672,0.366675,0,7
Osfryd-Kettleblack,Osfryd-Kettleblack,,3,18,7,0.297062,0.332609,0,7
Pycelle,Pycelle,,15,93,6,0.359684,0.412759,1078.61921,7
Rafford,Rafford,,6,23,7,0.321555,0.369911,16.835853,0
Raynard,Raynard,,2,7,7,0.296739,0.330778,272,9
Senelle,Senelle,,2,12,7,0.29771,0.332609,0,7
Taena-of-Myr,Taena-of-Myr,,12,105,7,0.325,0.384258,73.779341,7
Unella,Unella,,1,3,7,0.296095,0.328336,0,7
Varys,Varys,,4,29,7,0.320423,0.366859,0.926471,7
Walder-Frey,Walder-Frey,,5,20,7,0.319672,0.367591,185.294513,0
Clement-Piper,Clement-Piper,,1,3,8,0.277157,0.319894,0,0
Cleos-Frey,Cleos-Frey,,1,4,8,0.277157,0.319894,0,0
Colemon,Colemon,,4,23,8,0.252778,0.285034,5.366667,4
Gretchel,Gretchel,,4,21,8,0.273273,0.309576,14.465363,4
Maddy,Maddy,,5,28,8,0.273547,0.311408,65.751123,4
Robert-Arryn,Robert-Arryn,,15,101,8,0.280576,0.337415,1099.374431,4
Craster,Craster,,4,20,7,0.266082,0.292953,29.61113,1
Jeor-Mormont,Jeor-Mormont,,2,6,7,0.234335,0.25655,0,1
Shadrich,Shadrich,,2,7,8,0.278004,0.322946,32.137046,8
Daemon-Sand,Daemon-Sand,,2,6,8,0.23038,0.250419,0,5
Dalla,Dalla,,1,6,8,0.214118,0.229361,0,1
Lanna-(Happy-Port),Lanna-(Happy-Port),,1,4,8,0.206975,0.223099,0,1
Eustace-Brune,Eustace-Brune,,1,3,8,0.232143,0.252991,0,8
Nymeria-Sand,Nymeria-Sand,,4,22,8,0.231946,0.257745,2.028211,5
Eddison-Tollett,Eddison-Tollett,,2,9,7,0.265049,0.288069,0,1
Forley-Prester,Forley-Prester,,2,6,8,0.237391,0.261102,0,0
Roslin-Frey,Roslin-Frey,,2,7,8,0.244405,0.269283,0,0
Walder-Rivers,Walder-Rivers,,3,17,8,0.277721,0.323557,0,0
Elia-Martell,Elia-Martell,,1,3,7,0.280287,0.299154,0,0
Genna-Lannister,Genna-Lannister,,3,15,7,0.300661,0.338226,0,0
Hotho-Harlaw,Hotho-Harlaw,,4,16,8,0.188536,0.216418,106.785714,2
Humfrey-Hewett,Humfrey-Hewett,,2,7,8,0.188146,0.212145,0,2
Nute,Nute,,4,24,8,0.188536,0.216418,2.833333,2
Quellon-Greyjoy,Quellon-Greyjoy,,2,7,8,0.188146,0.212145,0,2
Sawane-Botley,Sawane-Botley,,1,3,8,0.187114,0.20604,0,2
Garrett-Paege,Garrett-Paege,,1,3,8,0.277157,0.319894,0,0
Gerold-Grafton,Gerold-Grafton,,1,3,10,0.180317,0.195132,0,4
Terrance-Lynderly,Terrance-Lynderly,,3,12,9,0.219807,0.247391,272,4
Kojja-Mo,Kojja-Mo,,2,15,7,0.234738,0.257771,0,1
Melisandre,Melisandre,,2,6,6,0.276876,0.297802,35.041486,1
Gormon-Tyrell,Gormon-Tyrell,,1,3,10,0.140072,0.149843,0,1
Walgrave,Walgrave,,2,13,9,0.162791,0.178917,272,1
Grenn,Grenn,,2,8,7,0.251845,0.27183,27.944463,1
Pypar,Pypar,,2,8,7,0.234536,0.25716,13.121755,1
Gyles-Grafton,Gyles-Grafton,,2,8,9,0.21963,0.245559,0,4
Harras-Harlaw,Harras-Harlaw,,1,3,8,0.1875,0.208604,0,2
Sigfryd-Harlaw,Sigfryd-Harlaw,,2,7,9,0.159277,0.17751,0,2
Hugo-Vance,Hugo-Vance,,1,3,8,0.277157,0.319894,0,0
Jaehaerys-I-Targaryen,Jaehaerys-I-Targaryen,,1,3,8,0.233733,0.250663,0,7
Josmyn-Peckledon,Josmyn-Peckledon,,2,20,8,0.277439,0.321725,0,0
Joy-Hill,Joy-Hill,,1,3,8,0.277157,0.319894,0,0
Karyl-Vance,Karyl-Vance,,1,4,8,0.277157,0.319894,0,0
Lewys-Piper,Lewys-Piper,,1,3,8,0.277157,0.319894,0,0
Pia,Pia,,4,22,7,0.308126,0.349703,18.884893,0
Rennifer-Longwaters,Rennifer-Longwaters,,2,6,8,0.277721,0.322336,272,0
Ronnet-Connington,Ronnet-Connington,,1,4,8,0.277157,0.319894,0,0
Shitmouth,Shitmouth,,1,3,8,0.277157,0.319894,0,0
Sybell-Spicer,Sybell-Spicer,,1,4,8,0.277157,0.319894,0,0
Vargo-Hoat,Vargo-Hoat,,2,9,8,0.278287,0.323557,31.590726,0
Wylis-Manderly,Wylis-Manderly,,1,3,8,0.277157,0.319894,0,0
Zollo,Zollo,,2,6,8,0.278287,0.323557,31.590726,8
Jeyne-Farman,Jeyne-Farman,,1,4,8,0.241593,0.261774,0,7
Jeyne-Westerling,Jeyne-Westerling,,1,3,8,0.245283,0.26504,0,1
Tanda-Stokeworth,Tanda-Stokeworth,,1,4,9,0.190776,0.201804,0,7
Lothor-Brune,Lothor-Brune,,4,16,8,0.276596,0.315437,75.19282,4
Mya-Stone,Mya-Stone,,4,25,9,0.219807,0.248612,1,4
Lucas-Codd,Lucas-Codd,,2,6,9,0.158537,0.17403,272,2
Torwold-Browntooth,Torwold-Browntooth,,1,3,10,0.136911,0.146587,0,2
Luwin,Luwin,,1,3,10,0.186858,0.200439,0,6
Lyn-Corbray,Lyn-Corbray,,3,14,8,0.252544,0.283203,3.416667,4
Lyonel-Corbray,Lyonel-Corbray,,2,7,8,0.250459,0.276792,0,4
Marillion,Marillion,,2,10,8,0.254902,0.282958,0,4
Nestor-Royce,Nestor-Royce,,5,52,8,0.277439,0.318489,0.25,4
Mathis-Rowan,Mathis-Rowan,,1,3,7,0.260248,0.279008,0,7
Manfrey-Martell,Manfrey-Martell,,1,4,10,0.16946,0.183275,0,5
Willas-Tyrell,Willas-Tyrell,,1,3,8,0.25682,0.285339,0,7
Myranda-Royce,Myranda-Royce,,3,13,8,0.273,0.307745,50.28576,4
Trystane-Martell,Trystane-Martell,,2,9,8,0.246835,0.271542,215.471795,5
Ralf-Stonehouse,Ralf-Stonehouse,,2,6,8,0.187629,0.210435,0,2
Quill,Quill,,1,4,9,0.162597,0.176475,0,1
Rosey,Rosey,,1,9,9,0.162597,0.176475,0,1
Pate-(whipping-boy),Pate-(whipping-boy),,1,4,7,0.274372,0.297994,0,7
Puckens,Puckens,,2,6,7,0.265306,0.287127,272,10
Shortear,Shortear,,1,3,8,0.209839,0.221219,0,10
Qhorin-Halfhand,Qhorin-Halfhand,,1,3,7,0.234134,0.254718,0,1
Quhuru-Mo,Quhuru-Mo,,2,8,7,0.234335,0.25655,0,1
Xhondo,Xhondo,,2,22,7,0.234335,0.25655,0,1
Ralf-(Limper),Ralf-(Limper),,1,4,8,0.1875,0.208604,0,2
Torbert,Torbert,,1,4,8,0.229027,0.244985,0,9
Rugen,Rugen,,1,3,9,0.21753,0.238905,0,0
Roose-Bolton,Roose-Bolton,,1,5,6,0.27003,0.288584,0,7
Theobald,Theobald,,1,7,7,0.234134,0.254718,0,1
Tickler,Tickler,,1,4,8,0.253953,0.277281,0,0
Sarella-Sand,Sarella-Sand,,1,3,9,0.190111,0.206723,0,5
Shae,Shae,,1,3,7,0.284079,0.306175,0,7
Talbert-Serry,Talbert-Serry,,1,10,8,0.1875,0.208604,0,2
